350 149 4 273 150 35 282 28
144 540 33 232 30 40 122 130
33 17 883 28 7 17 180 106
66 43 20 993 3 21 79 46
118 140 4 106 325 53 317 24
153 134 31 206 63 523 98 63
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
